cohesion_kPa,unit_weight_kNm3,slope_height_m,slope_angle_deg,friction_angle_deg,water_table_ratio,af_seismic_coeff,nf_param,mf_param,teetas_param,stability_number,FOS,stability_status
23.81,18.25,33.0,41.0,30.9,41.65,932.7,0.26,0.53,0.39,0.0395,3.42708,Stable
24.25,18.24,33.4,41.4,31.1,42.01,940.56,0.3,0.55,0.39,0.0398,3.42821,Stable
24.68,18.24,33.8,41.7,31.4,42.36,948.43,0.34,0.58,0.39,0.04,3.43961,Stable
25.11,18.25,34.2,42.1,31.6,42.72,956.29,0.38,0.6,0.39,0.0402,3.43837,Stable
25.55,18.24,34.6,42.4,31.8,43.07,964.16,0.42,0.63,0.4,0.0405,3.4359,Stable
25.98,18.24,35.0,42.8,32.1,43.42,972.03,0.46,0.65,0.4,0.0407,3.44632,Stable
26.41,18.24,35.4,43.2,32.3,43.78,979.89,0.5,0.67,0.4,0.0409,3.44533,Stable
26.85,18.25,35.8,43.5,32.6,44.13,987.76,0.54,0.7,0.4,0.0411,3.45492,Stable
27.28,18.25,36.2,43.9,32.8,44.49,995.62,0.58,0.72,0.4,0.0413,3.45497,Stable
27.71,18.24,36.6,44.2,33.0,44.84,4.49,0.62,0.74,0.41,0.0415,2.42042,Stable
28.14,18.24,37.0,44.6,33.2,45.2,12.36,0.66,0.77,0.41,0.0417,2.49748,Stable
28.58,18.24,37.3,44.9,33.5,45.55,20.22,0.7,0.79,0.41,0.042,2.54103,Stable
29.01,18.24,37.7,45.3,33.7,45.91,28.09,0.73,0.81,0.41,0.0422,2.55844,Stable
29.44,18.24,38.1,45.6,34.0,46.26,35.96,0.77,0.84,0.42,0.0424,2.55837,Stable
29.88,18.24,38.5,46.0,34.2,46.61,43.82,0.81,0.86,0.42,0.0425,2.5506,Stable
30.31,18.24,38.9,46.3,34.4,46.97,51.69,0.85,0.88,0.42,0.0427,2.5439,Stable
30.74,18.25,39.3,46.7,34.7,47.32,59.55,0.89,0.91,0.42,0.0429,2.5292,Stable
31.18,18.24,39.7,47.0,34.9,47.68,67.42,0.93,0.93,0.43,0.0431,2.51961,Stable
31.61,18.24,40.1,47.4,35.1,48.03,75.29,0.97,0.95,0.43,0.0432,2.50416,Stable
32.04,18.24,40.5,47.8,35.4,48.39,83.15,1.01,0.98,0.43,0.0434,2.48752,Stable
32.48,18.25,40.9,48.1,35.6,48.74,91.02,1.05,1.0,0.43,0.0435,2.47391,Stable
32.91,18.25,41.3,48.5,35.8,49.09,98.88,1.09,1.02,0.44,0.0437,2.45793,Stable
33.34,18.24,41.7,48.8,36.1,49.45,106.75,1.13,1.05,0.44,0.0438,2.44403,Stable
33.77,18.25,42.1,49.2,36.3,49.8,114.62,1.17,1.07,0.44,0.044,2.42725,Stable
34.21,18.25,42.5,49.5,36.6,5.16,122.48,1.21,1.09,0.44,0.0441,1.91104,Stable
34.64,18.24,42.8,49.9,36.8,5.51,130.35,1.25,1.12,0.45,0.0444,1.91869,Stable
35.07,18.24,43.2,50.2,37.0,5.87,138.22,1.28,1.14,0.45,0.0445,1.93,Stable
35.51,18.24,43.6,50.6,37.3,6.22,146.08,1.32,1.16,0.45,0.0447,1.94355,Stable
35.94,18.25,44.0,50.9,37.5,6.57,153.95,1.36,1.19,0.45,0.0448,1.95078,Stable
36.37,18.25,44.4,51.3,37.7,6.93,161.81,1.4,1.21,0.45,0.0449,1.95772,Stable
36.81,18.24,44.8,51.6,38.0,7.28,169.68,1.44,1.23,0.46,0.045,1.97379,Stable
37.24,18.25,45.2,52.0,38.2,7.64,177.55,1.48,1.26,0.46,0.0451,1.97783,Stable
37.67,18.24,45.6,52.4,38.4,7.99,185.41,1.52,1.28,0.46,0.0453,1.98545,Stable
38.11,18.24,46.0,52.7,38.7,8.35,193.28,1.56,1.3,0.46,0.0454,2.00124,Stable
38.54,18.24,46.4,53.1,38.9,8.7,201.14,1.6,1.33,0.47,0.0455,2.00532,Stable
38.97,18.25,46.8,53.4,39.2,9.05,209.01,1.64,1.35,0.47,0.0456,2.02054,Stable
39.4,18.25,47.2,53.8,39.4,9.41,216.88,1.68,1.37,0.47,0.0457,2.02706,Stable
39.84,18.25,47.6,54.1,39.6,9.76,224.74,1.72,1.4,0.47,0.0459,2.03446,Stable
40.27,18.25,48.0,54.5,39.9,10.12,232.61,1.76,1.42,0.48,0.046,2.04675,Stable
40.7,18.25,48.4,54.8,10.1,10.47,240.48,1.8,1.44,0.48,0.0461,0.67769,Unstable
41.14,18.24,48.8,55.2,10.3,10.83,248.34,1.83,1.47,0.48,0.0462,0.68372,Unstable
41.57,18.24,49.2,55.6,10.6,11.18,256.21,1.87,1.49,0.48,0.0463,0.69372,Unstable
42.0,18.25,49.5,55.9,10.8,11.54,264.07,1.91,1.51,0.49,0.0465,0.70152,Unstable
42.44,18.24,49.9,56.3,11.0,11.89,271.94,1.95,1.54,0.49,0.0466,0.70717,Unstable
42.87,18.25,50.3,56.6,11.3,12.24,279.81,1.99,1.56,0.49,0.0467,0.7177,Unstable
43.3,18.25,50.7,57.0,11.5,12.6,287.67,2.03,1.58,0.49,0.0468,0.7239,Unstable
43.74,18.25,51.1,57.3,11.8,12.95,295.54,2.07,1.61,0.49,0.0469,0.73394,Unstable
44.17,18.25,51.5,57.7,12.0,13.31,303.4,2.11,1.63,0.5,0.047,0.74023,Unstable
44.6,18.24,51.9,58.0,12.2,13.66,311.27,2.15,1.65,0.5,0.0471,0.74735,Unstable
45.03,18.25,52.3,58.4,12.5,14.02,319.14,2.19,1.68,0.5,0.0472,0.75672,Unstable
45.47,18.25,52.7,58.7,12.7,14.37,327.0,2.23,1.7,0.5,0.0473,0.76385,Unstable
45.9,18.25,53.1,59.1,12.9,14.72,334.87,2.27,1.72,0.51,0.0474,0.7705,Unstable
46.33,18.24,53.5,59.4,13.2,15.08,342.73,2.31,1.75,0.51,0.0475,0.78094,Unstable
46.77,18.25,53.9,59.8,13.4,15.43,350.6,2.35,1.77,0.51,0.0475,0.78706,Unstable
47.2,18.25,54.3,15.2,13.6,15.79,358.47,2.38,1.79,0.51,0.0476,1.76059,Stable
47.63,18.24,54.7,15.5,13.9,16.14,366.33,2.42,1.82,0.52,0.0477,1.77438,Stable
48.07,18.24,55.1,15.9,14.1,16.5,374.2,2.46,1.84,0.52,0.0478,1.77342,Stable
48.5,18.24,55.4,16.2,14.4,16.85,382.07,2.5,1.86,0.52,0.048,1.79054,Stable
48.93,18.24,55.8,16.6,14.6,17.2,389.93,2.54,1.89,0.52,0.0481,1.7906,Stable
49.37,18.24,56.2,16.9,14.8,17.56,397.8,2.58,1.91,0.53,0.0482,1.79713,Stable
49.8,18.24,56.6,17.3,15.1,17.91,405.66,2.62,1.93,0.53,0.0482,1.80655,Stable
50.23,18.24,57.0,17.6,15.3,18.27,413.53,2.66,1.96,0.53,0.0483,1.81256,Stable
50.66,18.25,57.4,18.0,15.5,18.62,421.4,2.7,1.98,0.53,0.0484,1.81302,Stable
51.1,18.24,57.8,18.4,15.8,18.98,429.26,2.74,2.0,0.53,0.0485,1.82342,Stable
51.53,18.24,58.2,18.7,16.0,19.33,437.13,2.78,2.03,0.54,0.0485,1.82877,Stable
51.96,18.24,58.6,19.0,16.2,19.68,444.99,2.82,2.05,0.54,0.0486,1.83555,Stable
52.4,18.24,59.0,19.4,16.5,20.04,452.86,2.86,2.07,0.54,0.0487,1.84699,Stable
52.83,18.24,59.4,19.8,16.7,20.39,460.73,2.9,2.1,0.54,0.0488,1.84925,Stable
53.26,18.25,59.8,20.1,17.0,20.75,468.59,2.93,2.12,0.55,0.0488,1.86526,Stable
53.7,18.25,10.2,20.5,17.2,21.1,476.46,2.97,2.15,0.55,0.2885,5.32604,Stable
54.13,18.24,10.6,20.8,17.4,21.46,484.33,3.01,2.17,0.55,0.28,5.23356,Stable
54.56,18.24,11.0,21.2,17.7,21.81,492.19,3.05,2.19,0.55,0.2719,5.1567,Stable
55.0,18.25,11.4,21.5,17.9,22.17,500.06,3.09,2.22,0.56,0.2644,5.07667,Stable
55.43,18.24,11.8,21.9,18.1,22.52,507.92,3.13,2.24,0.56,0.2575,4.99873,Stable
55.86,18.25,12.1,22.2,18.4,22.87,515.79,3.17,2.26,0.56,0.253,4.97964,Stable
56.29,18.24,12.5,22.6,18.6,23.23,523.66,3.21,2.29,0.56,0.2469,4.91309,Stable
56.73,18.25,12.9,23.0,18.8,23.58,531.52,3.25,2.31,0.57,0.241,4.8479,Stable
57.16,18.25,13.3,23.3,19.1,23.94,539.39,3.29,2.33,0.57,0.2355,4.81267,Stable
57.59,18.24,13.7,23.7,19.3,24.29,547.25,3.33,2.36,0.57,0.2305,4.7581,Stable
58.03,18.24,14.1,24.0,19.6,24.65,555.12,3.37,2.38,0.57,0.2256,4.72921,Stable
58.46,18.24,14.5,24.4,19.8,25.0,562.99,3.41,2.4,0.58,0.221,4.6793,Stable
58.89,18.24,14.9,24.7,20.0,25.35,570.85,3.45,2.43,0.58,0.2167,4.63876,Stable
59.33,18.24,15.3,25.1,20.3,25.71,578.72,3.49,2.45,0.58,0.2126,4.61182,Stable
59.76,18.24,15.7,25.4,20.5,26.06,586.59,3.52,2.47,0.58,0.2087,4.57347,Stable
5.15,18.26,16.4,26.5,21.4,27.8,633.05,3.8,2.66,0.3,0.0172,3.26008,Stable
5.58,18.26,16.8,26.8,21.7,28.16,640.91,3.84,2.68,0.31,0.0182,3.27751,Stable
6.02,18.26,17.2,27.2,21.9,28.51,648.78,3.87,2.7,0.31,0.0192,3.27332,Stable
6.45,18.27,17.6,27.5,22.1,28.86,656.65,3.91,2.73,0.31,0.0201,3.27397,Stable
6.88,18.26,18.0,27.9,22.4,29.22,664.51,3.95,2.75,0.31,0.0209,3.28809,Stable
7.32,18.27,18.4,28.2,22.6,29.57,672.38,3.99,2.77,0.32,0.0218,3.29075,Stable
7.75,18.26,18.8,28.6,22.8,29.93,680.25,4.03,2.8,0.32,0.0226,3.29069,Stable
8.18,18.26,19.2,28.9,23.1,30.28,688.11,4.07,2.82,0.32,0.0233,3.30964,Stable
8.62,18.26,19.6,29.3,23.3,30.64,695.98,4.11,2.84,0.32,0.0241,3.31058,Stable
9.05,18.26,20.0,29.6,23.6,30.99,703.84,4.15,2.87,0.32,0.0248,3.33002,Stable
9.48,18.25,20.4,30.0,23.8,31.34,711.71,4.19,2.89,0.33,0.0255,3.3315,Stable
9.92,18.25,20.8,30.4,24.0,31.7,719.58,4.23,2.91,0.33,0.0261,3.33181,Stable
10.35,18.26,21.2,30.7,24.3,32.05,727.44,4.27,2.94,0.33,0.0267,3.34984,Stable
10.78,18.25,21.6,31.1,24.5,32.41,735.31,4.31,2.96,0.33,0.0273,3.3514,Stable
11.21,18.26,22.0,31.4,24.7,32.76,743.17,4.35,2.98,0.34,0.0279,3.35539,Stable
11.65,18.26,22.3,31.8,25.0,33.12,751.04,4.39,0.04,0.34,0.0286,3.49603,Stable
12.08,18.26,22.7,32.1,25.2,33.47,758.91,4.42,0.06,0.34,0.0291,3.49922,Stable
12.51,18.25,23.1,32.5,25.4,33.82,766.77,4.46,0.08,0.34,0.0297,3.49981,Stable
12.95,18.25,23.5,32.8,25.7,34.18,774.64,4.5,0.11,0.35,0.0302,3.5184,Stable
13.38,18.25,23.9,33.2,25.9,34.53,782.51,4.54,0.13,0.35,0.0307,3.5182,Stable
13.81,18.26,24.3,33.6,26.2,34.89,790.37,4.58,0.16,0.35,0.0311,3.53157,Stable
14.25,18.26,24.7,33.9,26.4,35.24,798.24,4.62,0.18,0.35,0.0316,3.53684,Stable
14.68,18.26,25.1,34.3,26.6,35.6,806.1,4.66,0.2,0.36,0.032,3.53824,Stable
15.11,18.27,25.5,34.6,26.8,35.95,813.97,4.7,0.23,0.36,0.0324,3.54232,Stable
15.55,18.26,25.9,35.0,27.1,36.31,821.84,4.74,0.25,0.36,0.0329,3.5609,Stable
15.98,18.26,26.3,35.3,27.3,36.66,829.7,4.78,0.27,0.36,0.0333,3.56691,Stable
16.41,18.26,26.7,35.7,27.6,37.01,837.57,4.82,0.3,0.36,0.0337,3.58283,Stable
16.84,18.26,27.1,36.0,27.8,37.37,845.43,4.86,0.32,0.37,0.034,3.58865,Stable
17.28,18.27,27.5,36.4,28.0,37.72,853.3,4.9,0.34,0.37,0.0344,3.58958,Stable
17.71,18.26,27.8,36.7,28.3,38.08,861.17,4.94,0.37,0.37,0.0349,3.61824,Stable
18.14,18.26,28.2,37.1,28.5,38.43,869.03,4.97,0.39,0.37,0.0352,3.61937,Stable
18.58,18.26,28.6,37.4,28.7,38.79,876.9,0.02,0.41,0.38,0.0356,3.42544,Stable
19.01,18.27,29.0,37.8,29.0,39.14,884.77,0.06,0.44,0.38,0.0359,3.42875,Stable
19.44,18.26,29.4,38.2,29.2,39.49,892.63,0.1,0.46,0.38,0.0362,3.42611,Stable
19.88,18.26,29.8,38.5,29.4,39.85,900.5,0.14,0.48,0.38,0.0365,3.42727,Stable
20.31,18.27,30.2,38.9,29.7,40.2,908.36,0.18,0.51,0.39,0.0368,3.43154,Stable
20.74,18.26,30.6,39.2,29.9,40.56,916.23,0.22,0.53,0.39,0.0371,3.4346,Stable
21.18,18.26,31.0,39.6,30.2,40.91,924.1,0.26,0.55,0.39,0.0374,3.44561,Stable
21.61,18.27,31.4,39.9,30.4,41.27,931.96,0.3,0.58,0.39,0.0377,3.44336,Stable
22.04,18.25,31.8,40.3,30.6,41.62,939.83,0.34,0.6,0.4,0.038,3.44479,Stable
22.47,18.27,32.2,40.6,30.9,41.97,947.69,0.38,0.62,0.4,0.0382,3.45994,Stable
22.91,18.26,32.6,41.0,31.1,42.33,955.56,0.42,0.65,0.4,0.0385,3.45628,Stable
23.34,18.26,33.0,41.3,31.3,42.68,963.43,0.46,0.67,0.4,0.0387,3.46016,Stable
23.77,18.27,33.4,41.7,31.6,43.04,971.29,0.5,0.69,0.4,0.039,3.47136,Stable
24.21,18.26,33.8,42.0,31.8,43.39,979.16,0.53,0.72,0.41,0.0392,3.47249,Stable
24.64,18.26,34.2,42.4,32.0,43.75,987.03,0.57,0.74,0.41,0.0395,3.46775,Stable
25.07,18.26,34.6,42.8,32.3,44.1,994.89,0.61,0.76,0.41,0.0397,3.47898,Stable
25.51,18.26,34.9,43.1,32.5,44.45,3.76,0.65,0.79,0.41,0.04,2.33084,Stable
25.94,18.25,35.3,43.5,32.8,44.81,11.62,0.69,0.81,0.42,0.0403,2.44804,Stable
26.37,18.26,35.7,43.8,33.0,45.16,19.49,0.73,0.83,0.42,0.0405,2.48636,Stable
26.81,18.26,36.1,44.2,33.2,45.52,27.36,0.77,0.86,0.42,0.0407,2.4884,Stable
27.24,18.27,36.5,44.5,33.5,45.87,35.22,0.81,0.88,0.42,0.0408,2.50074,Stable
27.67,18.25,36.9,44.9,33.7,46.23,43.09,0.85,0.9,0.43,0.0411,2.49821,Stable
28.1,18.26,37.3,45.2,33.9,46.58,50.95,0.89,0.93,0.43,0.0413,2.48309,Stable
28.54,18.26,37.7,45.6,34.2,46.94,58.82,0.93,0.95,0.43,0.0415,2.48082,Stable
28.97,18.25,38.1,46.0,34.4,47.29,66.69,0.97,0.97,0.43,0.0417,2.4691,Stable
29.4,18.26,38.5,46.3,34.6,47.64,74.55,1.01,1.0,0.44,0.0418,2.44864,Stable
29.84,18.26,38.9,46.7,34.9,48.0,82.42,1.05,1.02,0.44,0.042,2.44271,Stable
30.27,18.25,39.3,47.0,35.1,48.35,90.29,1.08,1.04,0.44,0.0422,2.43875,Stable
30.7,18.26,39.7,47.4,35.4,48.71,98.15,1.12,1.07,0.44,0.0423,2.4214,Stable
31.14,18.26,40.1,47.7,35.6,49.06,106.02,1.16,1.09,0.44,0.0425,2.40964,Stable
31.57,18.26,40.4,48.1,35.8,49.42,113.88,1.2,1.11,0.45,0.0428,2.39733,Stable
32.0,18.26,40.8,48.4,36.1,49.77,121.75,1.24,1.14,0.45,0.043,2.38458,Stable
32.44,18.26,41.2,48.8,36.3,5.12,129.62,1.28,1.16,0.45,0.0431,1.90631,Stable
32.87,18.27,41.6,49.1,36.5,5.48,137.48,1.32,1.18,0.45,0.0432,1.9175,Stable
33.3,18.25,42.0,49.5,36.8,5.83,145.35,1.36,1.21,0.46,0.0434,1.93037,Stable
33.73,18.26,42.4,49.8,37.0,6.19,153.21,1.4,1.23,0.46,0.0436,1.94157,Stable
34.17,18.26,42.8,50.2,37.2,6.54,161.08,1.44,1.25,0.46,0.0437,1.94882,Stable
34.6,18.26,43.2,50.6,37.5,6.9,168.95,1.48,1.28,0.46,0.0439,1.96061,Stable
35.03,18.25,43.6,50.9,37.7,7.25,176.81,1.52,1.3,0.47,0.044,1.97115,Stable
35.47,18.25,44.0,51.3,38.0,7.6,184.68,1.56,1.32,0.47,0.0442,1.9849,Stable
35.9,18.27,44.4,51.6,38.2,7.96,192.54,1.6,1.35,0.47,0.0443,1.99218,Stable
36.33,18.27,44.8,52.0,38.4,8.31,200.41,1.63,1.37,0.47,0.0444,1.99971,Stable
36.77,18.26,45.2,52.3,38.7,8.67,208.28,1.67,1.39,0.48,0.0446,2.01699,Stable
37.2,18.26,45.6,52.7,38.9,9.02,216.14,1.71,1.42,0.48,0.0447,2.02152,Stable
37.63,18.26,46.0,53.0,39.1,9.38,224.01,1.75,1.44,0.48,0.0448,2.03159,Stable
38.07,18.26,46.4,53.4,39.4,9.73,231.88,1.79,1.46,0.48,0.0449,2.04455,Stable
38.5,18.25,46.8,53.8,39.6,10.08,239.74,1.83,1.49,0.49,0.0451,2.04986,Stable
38.93,18.27,47.2,54.1,39.8,10.44,247.61,1.87,1.51,0.49,0.0451,2.05809,Stable
39.36,18.26,47.5,54.4,10.1,10.79,255.47,1.91,1.53,0.49,0.0454,0.67838,Unstable
39.8,18.26,47.9,54.8,10.3,11.15,263.34,1.95,1.56,0.49,0.0455,0.6844,Unstable
40.23,18.26,48.3,55.2,10.6,11.5,271.21,1.99,1.58,0.49,0.0456,0.69464,Unstable
40.66,18.27,48.7,55.5,10.8,11.86,279.07,2.03,1.61,0.5,0.0457,0.70113,Unstable
41.1,18.26,49.1,55.9,11.0,12.21,286.94,2.07,1.63,0.5,0.0458,0.70751,Unstable
41.53,18.26,49.5,56.2,11.3,12.57,294.8,2.11,1.65,0.5,0.0459,0.71833,Unstable
41.96,18.27,49.9,56.6,11.5,12.92,302.67,2.15,1.68,0.5,0.046,0.7239,Unstable
42.4,18.26,50.3,56.9,11.7,13.27,310.54,2.18,1.7,0.51,0.0462,0.73179,Unstable
42.83,18.27,50.7,57.3,12.0,13.63,318.4,2.22,1.72,0.51,0.0462,0.74112,Unstable
43.26,18.26,51.1,57.6,12.2,13.98,326.27,2.26,1.75,0.51,0.0464,0.74837,Unstable
43.7,18.26,51.5,58.0,12.4,14.34,334.14,2.3,1.77,0.51,0.0465,0.75483,Unstable
44.13,18.26,51.9,58.4,12.7,14.69,342.0,2.34,1.79,0.52,0.0466,0.76508,Unstable
44.56,18.25,52.3,58.7,12.9,15.05,349.87,2.38,1.82,0.52,0.0467,0.77188,Unstable
44.99,18.26,52.7,59.1,13.2,15.4,357.73,2.42,1.84,0.52,0.0468,0.78222,Unstable
45.43,18.26,53.0,59.4,13.4,15.75,365.6,2.46,1.86,0.52,0.0469,0.79015,Unstable
45.86,18.26,53.4,59.8,13.6,16.11,373.47,2.5,1.89,0.53,0.047,0.79657,Unstable
46.29,18.26,53.8,15.1,13.9,16.46,381.33,2.54,1.91,0.53,0.0471,1.80517,Stable
46.73,18.27,54.2,15.5,14.1,16.82,389.2,2.58,1.93,0.53,0.0472,1.80308,Stable
47.16,18.26,54.6,15.8,14.3,17.17,397.06,2.62,1.96,0.53,0.0473,1.80798,Stable
47.59,18.26,55.0,16.2,14.6,17.53,404.93,2.66,1.98,0.53,0.0474,1.81744,Stable
48.03,18.25,55.4,16.5,14.8,17.88,412.8,2.7,2.0,0.54,0.0475,1.82354,Stable
48.46,18.26,55.8,16.9,15.0,18.23,420.66,2.73,2.03,0.54,0.0476,1.82356,Stable
48.89,18.25,56.2,17.2,15.3,18.59,428.53,2.77,2.05,0.54,0.0477,1.83971,Stable
49.33,18.25,56.6,17.6,15.5,18.94,436.4,2.81,2.07,0.54,0.0478,1.84005,Stable
49.76,18.26,57.0,18.0,15.8,19.3,444.26,2.85,2.1,0.55,0.0478,1.84885,Stable
50.19,18.26,57.4,18.3,16.0,19.65,452.13,2.89,2.12,0.55,0.0479,1.8549,Stable
50.62,18.27,57.8,18.7,16.2,20.01,459.99,2.93,2.14,0.55,0.0479,1.85499,Stable
51.06,18.25,58.2,19.0,16.5,20.36,467.86,2.97,2.17,0.55,0.0481,1.87197,Stable
51.49,18.26,58.6,19.4,16.7,20.71,475.73,3.01,2.19,0.56,0.0481,1.87293,Stable
51.92,18.25,59.0,19.7,16.9,21.07,483.59,3.05,2.21,0.56,0.0482,1.88054,Stable
52.36,18.25,59.4,20.1,17.2,21.42,491.46,3.09,2.24,0.56,0.0483,1.89236,Stable
52.79,18.26,59.7,20.4,17.4,21.78,499.32,3.13,2.26,0.56,0.0484,1.90091,Stable
53.22,18.27,10.1,20.8,17.6,22.13,507.19,3.17,2.28,0.57,0.2884,5.48875,Stable
53.66,18.27,10.5,21.2,17.9,22.49,515.06,3.21,2.31,0.57,0.2797,5.40072,Stable
54.09,18.25,10.9,21.5,18.1,22.84,522.92,3.25,2.33,0.57,0.2719,5.31472,Stable
54.52,18.26,11.3,21.9,18.4,23.2,530.79,3.28,2.35,0.57,0.2642,5.24126,Stable
54.95,18.26,11.7,22.2,18.6,23.55,538.66,3.32,2.38,0.57,0.2572,5.16595,Stable
55.39,18.25,12.1,22.6,18.8,23.9,546.52,3.36,2.4,0.58,0.2508,5.09244,Stable
55.82,18.26,12.5,22.9,19.1,24.26,554.39,3.4,2.42,0.58,0.2446,5.04625,Stable
56.25,18.26,12.9,23.3,19.3,24.61,562.25,3.44,2.45,0.58,0.2388,4.97935,Stable
56.69,18.26,13.3,23.6,19.5,24.97,570.12,3.48,2.47,0.58,0.2334,4.92487,Stable
57.12,18.27,13.7,24.0,19.8,25.32,577.99,3.52,2.49,0.59,0.2282,4.88265,Stable
57.55,18.26,14.1,24.3,20.0,25.68,585.85,3.56,2.52,0.59,0.2235,4.83639,Stable
57.99,18.26,14.5,24.7,20.2,26.03,593.72,3.6,2.54,0.59,0.219,4.78501,Stable
58.42,18.25,14.9,25.0,20.5,26.38,601.58,3.64,2.56,0.59,0.2148,4.76192,Stable
58.85,18.26,15.3,25.4,20.7,26.74,609.45,3.68,2.59,0.6,0.2106,4.71754,Stable
59.29,18.26,15.6,25.8,21.0,27.09,617.32,3.72,2.61,0.6,0.2081,4.70467,Stable
59.72,18.26,16.0,26.1,21.2,27.45,625.18,3.76,2.63,0.3,0.2044,4.66393,Stable
5.03,18.28,16.7,27.1,22.1,29.12,670.17,4.02,2.81,0.32,0.0165,3.39049,Stable
5.46,18.28,17.1,27.4,22.3,29.47,678.03,4.06,2.84,0.32,0.0175,3.39033,Stable
5.9,18.27,17.5,27.8,22.5,29.83,685.9,4.1,2.86,0.33,0.0185,3.38788,Stable
6.33,18.28,17.9,28.1,22.8,30.18,693.76,4.14,2.88,0.33,0.0193,3.40348,Stable
6.76,18.28,18.3,28.5,23.0,30.54,701.63,4.18,2.91,0.33,0.0202,3.40087,Stable
7.2,18.28,18.7,28.8,23.2,30.89,709.5,4.22,2.93,0.33,0.0211,3.40402,Stable
7.63,18.28,19.1,29.2,23.5,31.24,717.36,4.26,2.95,0.34,0.0219,3.41816,Stable
8.06,18.27,19.5,29.6,23.7,31.6,725.23,4.3,2.98,0.34,0.0226,3.4177,Stable
8.49,18.28,19.9,29.9,24.0,31.95,733.1,4.33,0.03,0.34,0.0233,3.54297,Stable
8.93,18.28,20.3,30.3,24.2,32.31,740.96,4.37,0.06,0.34,0.0241,3.54162,Stable
9.36,18.27,20.7,30.6,24.4,32.66,748.83,4.41,0.08,0.35,0.0247,3.54467,Stable
9.79,18.27,21.0,31.0,24.7,33.02,756.69,4.45,0.1,0.35,0.0255,3.56886,Stable
10.23,18.28,21.4,31.3,24.9,33.37,764.56,4.49,0.13,0.35,0.0262,3.57027,Stable
10.66,18.27,21.8,31.7,25.1,33.73,772.43,4.53,0.15,0.35,0.0268,3.56973,Stable
11.09,18.27,22.2,32.0,25.4,34.08,780.29,4.57,0.17,0.35,0.0273,3.58703,Stable
11.53,18.27,22.6,32.4,25.6,34.43,788.16,4.61,0.2,0.36,0.0279,3.58483,Stable
11.96,18.27,23.0,32.7,25.8,34.79,796.02,4.65,0.22,0.36,0.0285,3.58857,Stable
12.39,18.27,23.4,33.1,26.1,35.14,803.89,4.69,0.24,0.36,0.029,3.60222,Stable
12.83,18.27,23.8,33.4,26.3,35.5,811.76,4.73,0.27,0.36,0.0295,3.606,Stable
13.26,18.27,24.2,33.8,26.6,35.85,819.62,4.77,0.29,0.37,0.03,3.62079,Stable
13.69,18.27,24.6,34.2,26.8,36.21,827.49,4.81,0.31,0.37,0.0305,3.62178,Stable
14.12,18.28,25.0,34.5,27.0,36.56,835.36,4.85,0.34,0.37,0.0309,3.62491,Stable
14.56,18.28,25.4,34.9,27.3,36.91,843.22,4.88,0.36,0.37,0.0314,3.64123,Stable
14.99,18.28,25.8,35.2,27.5,37.27,851.09,4.92,0.38,0.38,0.0318,3.64682,Stable
15.42,18.27,26.2,35.6,27.7,37.62,858.95,4.96,0.41,0.38,0.0322,3.6488,Stable
15.86,18.28,26.6,35.9,28.0,37.98,866.82,0.01,0.43,0.38,0.0326,3.4497,Stable
16.29,18.28,27.0,36.3,28.2,38.33,874.69,0.05,0.45,0.38,0.033,3.44603,Stable
16.72,18.28,27.4,36.6,28.4,38.69,882.55,0.09,0.48,0.39,0.0334,3.44229,Stable
17.16,18.28,27.7,37.0,28.7,39.04,890.42,0.13,0.5,0.39,0.0339,3.45942,Stable
17.59,18.28,28.1,37.4,28.9,39.39,898.28,0.17,0.52,0.39,0.0342,3.45591,Stable
18.02,18.27,28.5,37.7,29.2,39.75,906.15,0.21,0.55,0.39,0.0346,3.46761,Stable
18.46,18.28,28.9,38.1,29.4,40.1,914.02,0.25,0.57,0.39,0.0349,3.46361,Stable
18.89,18.28,29.3,38.4,29.6,40.46,921.88,0.29,0.59,0.4,0.0353,3.46616,Stable
19.32,18.27,29.7,38.8,29.9,40.81,929.75,0.33,0.62,0.4,0.0356,3.47348,Stable
19.75,18.27,30.1,39.1,30.1,41.17,937.62,0.37,0.64,0.4,0.0359,3.47618,Stable
20.19,18.28,30.5,39.5,30.3,41.52,945.48,0.41,0.66,0.4,0.0362,3.47388,Stable
20.62,18.28,30.9,39.8,30.6,41.87,953.35,0.44,0.69,0.41,0.0365,3.4847,Stable
21.05,18.27,31.3,40.2,30.8,42.23,961.21,0.48,0.71,0.41,0.0368,3.48595,Stable
21.49,18.28,31.7,40.5,31.0,42.58,969.08,0.52,0.73,0.41,0.0371,3.48937,Stable
21.92,18.27,32.1,40.9,31.3,42.94,976.95,0.56,0.76,0.41,0.0374,3.50059,Stable
22.35,18.28,32.5,41.2,31.5,43.29,984.81,0.6,0.78,0.42,0.0376,3.50397,Stable
22.79,18.28,32.9,41.6,31.8,43.65,992.68,0.64,0.8,0.42,0.0379,3.51548,Stable
23.22,18.27,33.3,42.0,32.0,44.0,1.54,0.68,0.83,0.42,0.0382,2.16835,Stable
23.65,18.28,33.6,42.3,32.2,44.36,9.41,0.72,0.85,0.42,0.0385,2.35628,Stable
24.09,18.28,34.0,42.7,32.5,44.71,17.28,0.76,0.87,0.43,0.0388,2.4166,Stable
24.52,18.27,34.4,43.0,32.7,45.06,25.14,0.8,0.9,0.43,0.039,2.43137,Stable
